Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2021-04-07,111.64663696289062,111.91065562912694,110.43820160485271,110.47790474172571,25798000
2021-04-08,112.42877197265625,113.35010737527648,112.04365987787578,113.05011129326408,27166000
2021-04-09,113.44316101074219,113.59998953817454,111.84683440193864,111.99502259379396,20888000
2021-04-12,111.90023040771484,112.91908569979363,111.09005321800934,112.46896286047254,31318000
2021-04-13,112.51958465576172,113.01287887576844,111.96474035408396,112.23174260920688,23310000
2021-04-14,111.90270233154297,113.05158667158682,111.62231173029588,112.91114526151502,20220000
2021-04-15,113.97814178466797,114.47129212057,112.45655683858433,113.00146588563129,27472000
2021-04-16,114.0327377319336,114.46350502011981,113.37219507545284,114.29278835061344,22596000
2021-04-19,114.26301574707031,115.05953958182683,113.54068066554962,113.74589052815423,24688000
2021-04-20,113.82777404785156,114.6203297949644,112.7399323890532,114.53546368191472,21774000
2021-04-21,113.8108901977539,113.9116360461608,112.0878135973065,113.41188241825846,23930000
2021-04-22,112.55184173583984,114.33059968400795,111.98260950784,113.80791621888578,21096000
2021-04-23,114.90321350097656,115.42529878435529,113.06251908106013,113.3235617227495,28670000
2021-04-26,115.47093963623047,116.19154051966318,114.83074460174834,115.13297457325584,20834000
2021-04-27,114.49725341796875,116.0024588653104,114.35581241909847,115.93050403228408,31972000
2021-04-28,118.10964965820312,121.70607349579345,117.85853472476437,119.46126001750117,59728000
2021-04-29,120.5900650024414,120.91909445018301,119.21984098813526,119.6193486193091,39554000
2021-04-30,119.6089096069336,120.45357999007767,119.21387742017966,119.32951100319795,39142000
2021-05-03,118.86697387695312,120.08434482450056,118.33744477612487,119.24166605463816,33788000
2021-05-04,116.83621215820312,118.07739897884774,114.72454752284926,117.60494453426084,35120000
2021-05-05,116.95977783203125,118.22330377623746,116.69526696192773,117.53942996667035,21806000
2021-05-06,118.18112182617188,118.24861640060404,116.24504302548796,116.65705298910346,20618000
2021-05-07,119.04166412353516,119.9210699815087,118.61039706922145,119.10667488122657,23272000
2021-05-10,116.21139526367188,118.01487024218662,115.86747811780978,117.86052553400093,26006000
2021-05-11,114.57864379882812,115.23571061757734,113.30023010951443,113.73993305446795,32110000
2021-05-12,111.1205825805664,113.41785164494686,110.67244374509713,112.2436595911745,34934000
2021-05-13,112.25656127929688,112.98265992012453,111.30122492605189,112.21288252912433,26670000
2021-05-14,114.94588470458984,115.19303160950976,113.31611000480542,113.73844140886489,26624000
2021-05-17,115.20642852783203,115.30220675116297,113.89575564102445,114.60642884652428,19842000
2021-05-18,114.31413269042969,116.28534841840421,114.3007291898265,115.97547008609743,17302000
2021-05-19,114.57615661621094,114.97565662278348,112.33347856164839,112.37714973720954,19350000
2021-05-20,116.9275131225586,117.13843270235449,115.19054082028367,115.53545752658258,23832000
2021-05-21,116.38211822509766,117.56822200762052,116.24663685312711,117.41884491615048,22832000
2021-05-24,119.43769836425781,120.02380235127843,117.12702591557014,117.46895903309165,21244000
2021-05-25,119.55680847167969,120.73894420433069,119.2550706866783,120.0992413200819,18838000
2021-05-26,120.77070617675781,121.23790526242564,119.72777751242761,119.74365725313439,21856000
2021-05-27,119.23125457763672,121.09179674425488,119.20593937879994,120.93993584163064,38962000
2021-05-28,119.68038177490234,120.50320522425173,119.4883179494514,120.19650739692102,24108000
2021-06-01,120.58609008789062,120.99110297580962,119.34887128149819,120.19849417780077,19166000
2021-06-02,120.16276550292969,121.19104871890133,119.31511906311083,120.85904326166703,17158000
2021-06-03,119.33546447753906,119.5903051465207,118.25457443598461,118.85953421263468,18346000
2021-06-04,121.6754150390625,121.77958371082647,119.98856560491551,120.22430061160439,25948000
2021-06-07,122.38658142089844,122.48137521579889,121.14504623414952,121.65358412331227,23850000
2021-06-08,123.21834564208984,123.79625609948549,122.49328444293478,123.07194458762119,25060000
2021-06-09,123.64265441894531,124.3175925496638,123.44067049945049,124.04463823713085,20126000
2021-06-10,125.14141845703125,125.22380075791295,123.7716868104201,123.77218660193203,31234000
2021-06-11,124.76077270507812,125.40891141702494,123.9845889238439,125.30618154477034,25240000
2021-06-14,125.41138458251953,125.47044327735027,124.11609920079073,124.73397022109134,22550000
2021-06-15,125.09477233886719,125.91760339423615,124.71313605749675,125.58013808394007,22182000
2021-06-16,124.76077270507812,125.58161210010309,123.22573124814696,125.30766577409084,26316000
2021-06-17,125.43025207519531,126.2496072479246,124.58062165310768,124.5885653090799,25756000
2021-06-18,124.63272857666016,125.44811570686733,123.67540823030943,124.7697017407003,53306000
2021-06-21,125.51363372802734,126.09105198061793,124.20271081057095,124.80395245987306,26256000
2021-06-22,126.05406951904297,126.3225560078602,125.08831328217012,125.50866066639675,20984000
2021-06-23,125.52008056640625,126.84464168187691,125.31213700392834,125.60792271224543,19694000
2021-06-24,126.33447265625,126.58608740490347,126.01487111332045,126.10767331468526,18934000
2021-06-25,126.04960632324219,126.55580424775395,125.50270568137634,126.01188720972765,33484000
2021-06-28,125.87542724609375,126.38906908971903,125.03601974956315,126.05457980232319,28110000
2021-06-29,125.08039093017578,126.0545831490086,124.50321496239403,125.82877580197854,20950000
2021-06-30,124.38311004638672,124.86350814875675,123.82876551564229,124.71814454004452,24006000
2021-07-01,125.42778015136719,125.52108214804063,123.92033308783375,123.92033308783375,17120000
2021-07-02,127.76075744628906,127.88881008196063,125.82527707069511,125.89525545072118,21160000
2021-07-06,128.80494689941406,128.91761203217695,127.45308646784872,128.4858375638429,21350000
2021-07-07,129.10916137695312,129.66736793280654,128.79402010082654,129.37070379801378,16680000
2021-07-08,128.2153778076172,129.06450853637082,127.08683330197957,127.29527667621416,19780000
2021-07-09,128.60989379882812,128.8828556860261,127.98359446346237,127.98459404647046,15106000
2021-07-12,129.592041015625,129.7965163396776,128.63522795938133,128.86697978581287,16944000
2021-07-13,130.0193328857422,131.05903549499658,129.6644809267212,129.90716755887453,16618000
2021-07-14,131.09925842285156,132.0059561052764,130.91612266565843,130.91960606163548,17912000
2021-07-15,130.289306640625,131.60792330009033,129.62579551846136,131.51362929765733,16586000
2021-07-16,130.86399841308594,131.19897988108596,129.84761938532512,130.66102248243504,14856000
2021-07-19,128.29177856445312,130.26993810726304,127.58012092886482,130.1791275094,25710000
2021-07-20,130.12554931640625,131.0186919827376,128.2266897207231,129.0362157442271,19084000
2021-07-21,131.61337280273438,131.630002229733,129.62926104191178,129.8133812095096,14742000
2021-07-22,132.33596801757812,132.51065273060368,131.41436757780724,131.66250650083572,13608000
2021-07-23,136.7900390625,137.77515838675583,133.6977382204893,134.25306715065287,26378000
2021-07-26,138.6049346923828,138.67292148132793,136.62627529640977,137.22081514644972,23052000
2021-07-27,135.7781524658203,138.9687310673147,134.09429403829643,138.9687310673147,42164000
2021-07-28,135.36622619628906,138.63619539548873,135.33496650963016,137.5304899963096,54688000
2021-07-29,135.5240478515625,136.13050701496283,135.12454781879336,135.36534132175024,19284000
2021-07-30,134.21435546875,134.76061242377017,133.8105845243994,134.50220507746448,23954000
2021-08-02,134.97714233398438,135.0079022282867,133.6669616661826,134.47589690718493,20140000
2021-08-03,135.2655029296875,135.32058602046288,133.18461309186114,134.9875885178843,19064000
2021-08-04,135.01585388183594,135.52155199803,134.40691096006853,135.2352017649398,16528000
2021-08-05,135.92056274414062,135.93048284761127,134.59054190965793,135.0158493076167,11866000
2021-08-06,136.01585388183594,136.05957806717294,135.03371811088556,135.2803727982421,13560000
2021-08-09,136.97467041015625,137.29179571182735,135.4131399118757,135.92951543890544,12374000
2021-08-10,137.06846618652344,137.52008085190838,136.20494756545676,137.05159443571895,16034000
2021-08-11,136.66452026367188,137.81414700873444,136.32755469460847,137.25360798780738,15204000
2021-08-12,137.35928344726562,137.38757467734743,135.76078351204964,136.6878210887664,14646000
2021-08-13,137.3756561279297,137.6416512145234,136.97764036321507,137.32750954817215,12580000
2021-08-16,137.8818359375,137.9557747772392,135.1520660737978,136.97265476413168,18040000
2021-08-17,136.2783660888672,137.6858089898266,135.76918465843292,137.16222447966769,21272000
2021-08-18,135.5533447265625,137.2645098535987,135.40545186150632,136.0947704339761,14934000
2021-08-19,135.894287109375,136.42877635046796,134.34838628999213,134.45905226388538,18296000
2021-08-20,137.40643310546875,137.58261719856523,135.45109711962536,136.06250877941264,15564000
2021-08-23,140.0491180419922,141.118596222067,137.71507638215348,137.96376053873252,21090000
2021-08-24,141.3384246826172,141.94289975608652,140.3012059161673,140.48979390010297,15126000
2021-08-25,141.88583374023438,142.2461380006741,141.3791359959186,141.81933117581272,12838000
2021-08-26,141.06500244140625,142.0692654336104,141.0337427509282,141.55681248447502,14922000
2021-08-27,143.47442626953125,143.93149319224364,140.96276182088488,141.05457200960822,24562000
2021-08-30,144.38658142089844,145.39899249183404,143.52356258601995,143.62727690399632,16916000
2021-08-31,144.379150390625,145.02430557143379,143.92058405970505,144.79850580171038,26756000
2021-09-01,144.75628662109375,145.72750262261448,144.53048688983122,144.56571461636665,15824000
2021-09-02,143.14540100097656,145.235726330188,143.03375058815698,144.86301810866368,21844000
2021-09-03,143.69723510742188,144.29475856360895,142.43670036333523,143.07291979778907,19104000
2021-09-07,144.4357147216797,144.73845209532448,143.4649983663648,143.67194235923498,15170000
2021-09-08,143.80494689941406,144.46747360687533,143.12653287874838,144.3111448681757,15486000
2021-09-09,143.83470153808594,144.58507028810155,143.35877888997834,143.80492608218663,14798000
2021-09-10,140.86451721191406,144.93200289260477,140.68634908360428,144.36078654380063,32896000
2021-09-13,142.39698791503906,143.1175812330166,141.22329574475413,142.1349608654094,20176000
2021-09-14,142.33843994140625,143.6500897401695,141.84166232984532,143.08780915095542,18916000
2021-09-15,144.1250457763672,144.49775397894243,141.1970093054795,142.6888265537165,20648000
2021-09-16,143.29872131347656,144.11906083098884,142.3486934863832,144.04065415357428,20292000
2021-09-17,140.410400390625,143.1756560121104,140.01138501348882,142.72800940533847,60040000
2021-09-20,137.98211669921875,138.32504942545316,136.0327327840215,137.96544183583563,34918000
2021-09-21,138.60693359375,139.76336037343592,137.87145246227234,139.07393579071703,18130000
2021-09-22,139.88931274414062,140.52950023951982,138.43348064115207,139.0079228344863,22068000
2021-09-23,140.7707061767578,141.1934843736055,140.0461296231635,140.55531117351342,17272000
2021-09-24,141.57118225097656,141.83967630216847,139.80195063589665,139.8967444234875,14950000
2021-09-27,140.44761657714844,141.43917259131214,139.45406139704812,140.53147553011047,18844000
2021-09-28,135.1702117919922,138.5672342973503,134.68980610725293,138.05308511117352,42190000
2021-09-29,133.51956176757812,136.37564279669823,133.25058308968454,136.08898967527412,26338000
2021-09-30,132.2734375,134.58062673344583,132.00991104788721,133.3250443507156,35294000
2021-10-01,135.4466094970703,136.0505847761966,132.38458402042372,132.56026829630488,28388000
2021-10-04,132.76919555664062,134.6897881662978,130.19004438434172,134.68928837482602,31530000
2021-10-05,135.16326904296875,136.33944520730083,133.00247319288394,133.00247319288394,24126000
2021-10-06,136.3314971923828,136.82579101308863,133.48533589520042,133.62330864718834,19764000
2021-10-07,138.14935302734375,139.11108818353836,137.5314895695696,137.82925928825028,18250000
2021-10-08,139.01336669921875,139.27242528559856,138.391383768763,138.86448941748162,18924000
2021-10-11,137.81385803222656,139.7157462492968,137.77316289188025,138.7592665718013,16584000
2021-10-12,135.6952667236328,138.65507767555934,135.2357159726475,138.59799542329478,22536000
2021-10-13,136.87342834472656,137.51859865274355,135.9568106452077,136.72455104413717,16380000
2021-10-14,140.35928344726562,140.59700246627008,138.30171750397628,138.9101455206981,21426000
2021-10-15,140.6203155517578,141.1414011758704,140.01435624754504,141.1414011758704,21250000
2021-10-18,141.896240234375,141.9342092421769,140.162251533837,140.162251533837,16564000
2021-10-19,142.7513427734375,143.03420961917612,142.03073429668837,142.22478970678895,15316000
2021-10-20,141.35482788085938,143.17394809711126,140.85558152072446,143.14888279174716,17940000
2021-10-21,141.71759033203125,141.78607691229317,140.582594133135,141.13347037901445,14850000
2021-10-22,137.593017578125,140.50468155932492,136.14934718012273,139.30616645320134,30182000
2021-10-25,137.73992919921875,138.16950760323758,135.73050972700017,137.77715609659143,21082000
2021-10-26,138.63223266601562,139.7910371703666,137.97069043462946,139.55928535661496,28258000
2021-10-27,145.3374481201172,148.00790989234184,138.8610134066124,138.8610134066124,51850000
2021-10-28,145.04116821289062,146.32702580527996,143.68583959771865,146.20245655252498,32418000
2021-10-29,147.16671752929688,147.50668177858643,144.08583600912826,144.4367048006501,28954000
2021-11-01,142.70370483398438,147.29477472394305,142.5106489949172,147.06200817568674,32272000
2021-11-02,144.77716064453125,145.82678346555483,143.56425744094022,143.73139984906697,21150000
2021-11-03,145.69725036621094,145.8168671452656,143.97368132255983,145.18608476607503,17886000
2021-11-04,147.576171875,148.8337383704896,145.54341348817505,146.1042099353532,24700000
2021-11-05,148.12998962402344,149.44984808403348,147.54536988479148,148.24165515956287,20408000
2021-11-08,148.23968505859375,149.91015497991577,148.00990211212832,148.88335598034308,18388000
2021-11-09,148.137451171875,149.25902879276143,146.40891460514234,148.63124519998087,16876000
2021-11-10,145.53448486328125,147.5930354102526,144.24315978999294,146.9079272037003,22708000
2021-11-11,145.65554809570312,147.39673073423694,145.60244903745374,146.01186912919812,12464000
2021-11-12,148.53147888183594,148.7438902735577,145.36373971108793,146.7309875398989,17048000
2021-11-15,148.27589416503906,149.3567916797061,147.54586541303215,148.88333769820144,16248000
2021-11-16,147.9662322998047,148.71710090262894,147.24563894683004,148.06002650806823,17254000
2021-11-17,147.95233154296875,148.51214348862283,147.45705328506816,148.118095732704,15290000
2021-11-18,149.58706665039062,150.48136024573412,147.8893052064059,148.0356986810806,26658000
2021-11-19,148.83619689941406,150.71957786360355,148.77167836049367,149.8758995234392,19766000
2021-11-22,145.98361206054688,149.6223216729872,145.91114228678347,149.02405605058343,24608000
2021-11-23,145.66452026367188,146.59454156629866,143.81091436846137,146.01787292723768,18126000
2021-11-24,145.6252899169922,145.9056881142698,144.11810038473118,145.2605329664016,16464000
2021-11-26,141.74290466308594,144.2153581696764,141.4247949329026,143.93595956453348,16992000
2021-11-29,145.02627563476562,145.76870835636387,143.22428490327337,143.22428490327337,26276000
2021-11-30,141.39154052734375,145.5369478353583,141.00841245185228,144.36748107624754,41590000
2021-12-01,140.56375122070312,145.40856383692665,140.44663340256741,143.1389347162511,28476000
2021-12-02,142.70620727539062,143.5980172315844,139.93250020407615,140.76824262990803,21250000
2021-12-03,141.45953369140625,144.13199488179225,140.09923737540169,143.41983734623477,26688000
2021-12-06,142.7260284423828,143.27690472810082,139.5999838556392,142.50519631080022,22198000
2021-12-07,146.9344940185547,147.19603648496337,144.61786901396044,144.86352416510692,23258000
2021-12-08,147.61337280273438,148.04611651197752,146.10418422825288,147.22726115455447,18964000
2021-12-09,147.0034637451172,148.49129777736877,146.4307632005666,147.0729347716643,18580000
2021-12-10,147.56820678710938,148.2878005096407,146.26050993828392,147.99004594594308,21634000
2021-12-13,145.6123809814453,147.45655110481894,145.27044785663702,147.3389335007413,24104000
2021-12-14,143.89129638671875,144.35928299228624,141.18359252577474,143.69228849037063,24778000
2021-12-15,146.2714385986328,146.41907398342383,141.64315712757917,143.29128780502376,27280000
2021-12-16,143.76028442382812,147.44564131402356,143.01983566651143,146.97467107458243,27400000
2021-12-17,141.73989868164062,143.38466688025827,140.73245544219452,141.6520565494861,43404000
2021-12-20,141.3414306640625,141.54887445019585,139.20594250690468,139.63234043015785,20264000
2021-12-21,143.1468963623047,143.61492845815732,140.67989483839312,142.08435461073574,19548000
2021-12-22,145.85507202148438,146.2064254697476,142.89129308083713,143.0272818136254,18438000
2021-12-23,146.047119140625,147.46657244341813,145.8568954657204,145.9945047260853,13818000
2021-12-27,146.96176147460938,147.32156594224003,146.15382574492025,146.3657373545969,13256000
2021-12-28,145.35780334472656,147.26996043262093,144.84912154906613,147.26996043262093,18624000
2021-12-29,145.4138641357422,146.08805256360324,144.42130852958016,145.33942549431936,17022000
2021-12-30,144.9156036376953,145.96771016662103,144.67341679621362,145.35976682324556,12978000
2021-12-31,143.60244750976562,145.27540100830706,143.60046348908585,144.46051373597544,17298000
2022-01-03,143.9945068359375,144.4664766151235,142.43421833382604,143.39996697611252,25214000
2022-01-04,143.34141540527344,145.51858292940094,142.7455276238929,144.46697616614875,22928000
2022-01-05,136.62875366210938,143.22378997601456,136.49971658954954,143.1076566107107,49642000
2022-01-06,136.5270233154297,138.6461394172011,135.7453947927287,136.47392425130153,29050000
2022-01-07,135.98460388183594,137.22554087698705,134.778152503971,136.87839777913192,19408000
2022-01-10,137.5424041748047,137.60790714951153,132.1493511659353,134.09326742248393,34096000
2022-01-11,138.9751434326172,139.28481723915218,135.7950007772255,137.1518133808372,23502000
2022-01-12,140.59352111816406,141.75109886568754,140.06151575997302,140.5007264921033,23642000
2022-01-13,138.09524536132812,142.1195662707238,137.87986552852726,140.78457782110243,26566000
2022-01-14,138.7458953857422,140.14937069048963,136.47641759982045,136.47641759982045,23826000
2022-01-18,135.27590942382812,136.36871118932217,134.60743067217714,135.5831146211295,27382000
2022-01-19,134.6421356201172,137.3691946610215,134.49127432807478,135.9190724854893,20796000
2022-01-20,132.5126190185547,136.88532483707263,132.1533143907383,135.49773713281073,21930000
2022-01-21,129.12355041503906,133.75729945189138,129.033239599701,132.02181121952745,41920000
2022-01-24,129.40145874023438,129.80494193976503,123.71407369385679,125.08930303836267,55148000
2022-01-25,125.79203033447266,128.37565705645525,125.43719351489987,127.47937944556713,36008000
2022-01-26,128.27789306640625,131.81882492229508,126.20692371706731,129.6203178710907,39630000
2022-01-27,128.1597900390625,131.622769955335,127.98510532012591,130.38310517170424,30248000
2022-01-28,132.29725646972656,132.37764718012906,127.73646186739235,129.03223956330555,30518000
2022-01-31,134.68832397460938,134.832248794696,131.28931739538163,133.1989906027417,34056000
2022-02-01,136.8520965576172,137.1712059067675,133.56649702251184,136.80893273962582,51204000
2022-02-02,146.9344940185547,150.9677517670885,144.47394417417345,150.73300116025922,89750000
2022-02-03,141.5885467529297,148.00761097504255,141.1463676053161,144.21336070254304,56930000
2022-02-04,141.95135498046875,143.45928665249767,138.77666394149236,141.9523394183604,49224000
2022-02-07,137.9036865234375,142.77563853453933,137.66646732208125,142.63916517544968,44610000
2022-02-08,138.17665100097656,138.79610473280962,135.85407435024604,137.95656098774955,34256000
2022-02-09,140.39999389648438,141.11711907339395,139.3319998922577,139.80122845046282,28628000
2022-02-10,137.57069396972656,140.37814417291187,137.02231664149514,138.46151936934115,33018000
2022-02-11,133.13150024414062,138.24638194353167,132.2962577204164,137.71710270951854,38808000
2022-02-14,134.29278564453125,135.15283598369206,132.30965831855778,132.37267748599484,26792000
2022-02-15,135.409912109375,136.87342286569958,134.5305061976068,136.4481154203491,26578000
2022-02-16,136.46401977539062,136.9191027365008,133.8200010991162,135.41488150056287,25610000
2022-02-17,131.32354736328125,135.82080754578618,131.2178338894028,135.13644153659638,30968000
2022-02-18,129.49627685546875,132.82779680741103,129.3370250766302,132.0471526145005,31858000
2022-02-22,128.43919372558594,130.91885658500843,126.7900632915877,129.01736169926423,38906000
2022-02-23,126.63521575927734,130.76821149981333,126.55432525792351,130.10271636407296,26432000
2022-02-24,131.68582153320312,132.04662556021043,123.83571004042228,124.06945343759381,43166000
2022-02-25,133.51806640625,134.38110017331934,130.78407102864236,132.53146299672804,26236000
2022-02-28,133.8868408203125,134.63075782305722,131.83646870873483,132.292293746533,29676000
2022-03-01,133.16921997070312,135.09774901994817,132.38559223355898,133.478893852951,24640000
2022-03-02,133.7483673095703,134.60593387533228,132.43918607442566,133.6061841875285,23966000
2022-03-03,133.30816650390625,135.6960643904196,132.43769626582628,134.96623245822585,19780000
2022-03-04,131.138427734375,133.19997678353596,129.43768270962033,132.3895573004322,24446000
2022-03-07,125.52305603027344,130.922069039704,125.46896495743786,130.922069039704,39178000
2022-03-08,126.33100891113281,130.26947238219728,124.92380792457851,125.31066173347229,35250000
2022-03-09,132.8694610595703,133.19949007640952,129.11958567871105,130.42181526683854,32258000
2022-03-10,131.6942901611328,132.54440532495585,130.42282041654835,130.4838555684289,24266000
2022-03-11,129.50416564941406,133.20094104173214,129.3264973721575,133.00193318535574,26600000
2022-03-14,125.79749298095703,130.05059757638782,125.47193939245228,129.60096695902467,30254000
2022-03-15,128.69528198242188,129.5456394607547,125.6257969643007,126.79056119760617,30292000
2022-03-16,132.69528198242188,132.77517290714133,128.23920095215607,130.02480476893277,32058000
2022-03-17,133.5984649658203,133.73643769642825,131.7309714948717,132.3284948912136,23994000
2022-03-18,135.78309631347656,135.89426205846607,131.94241069527084,132.8873195276815,45900000
2022-03-21,135.46250915527344,136.55829449037427,133.60940336052556,135.8287654682813,26632000
2022-03-22,139.23321533203125,140.4466181947447,135.48384016666185,135.48384016666185,29776000
2022-03-23,137.47242736816406,138.9826004436537,137.1379456820029,138.10270990614384,25302000
2022-03-24,140.26004028320312,140.34391439765986,137.0118039253343,138.23573292706624,20544000
2022-03-25,140.4679718017578,140.90271471411023,138.65952912852086,140.69873918568095,19270000
2022-03-28,140.8932647705078,140.91957197695686,138.78721917051678,139.63718274744636,23774000
2022-03-29,142.18359375,143.08930681887722,141.42328971717996,142.0947671698026,28678000
2022-03-30,141.58262634277344,142.412401536478,141.10967205079334,141.8064421019281,21046000
2022-03-31,138.6099090576172,141.58260845238024,138.57963380751463,141.38806838856462,29516000
2022-04-01,139.65260314941406,139.9007421085087,137.76376951394738,138.9677371990809,23480000
2022-04-04,142.57318115234375,142.97143927267746,139.7761508845711,139.7761508845711,19076000
2022-04-05,140.0128936767578,142.52107487982641,139.89427648093854,142.33200221989182,19256000
2022-04-06,136.15481567382812,138.80742138904358,135.4025688311033,138.12553913653198,23574000
2022-04-07,135.44911193847656,136.67641822626814,133.85333812173886,135.60097284162686,19448000
2022-04-08,133.01287841796875,135.23570875849643,132.7568034193475,135.23570875849643,16434000
2022-04-11,128.83026123046875,131.94956650689923,128.6525928958513,131.91065848954077,24188000
2022-04-12,127.4188461303711,131.437700411594,126.62629029398762,131.437700411594,23004000
2022-04-13,129.3160858154297,129.68308419340644,127.48244184794765,127.66893978565011,19542000
2022-04-14,126.3056869506836,129.73720257654543,126.16524553120074,129.67690954398194,23484000
